"","id","all_countries","title","abstract","start_date","end_date","amount","period_start","period_end","currency","extending_org","lead_org_name","lead_org_country","partner_org_name","partner_org_country","iati_id","Fund","Funder","recipient_country","subject","status","last_updated","link","fcdo_programme_id","funder_programme"
"191","XM-DAC-47015-16424_Window3_UnitedKingdom-DFID-DepartmentforInternationalDevelopment_CIP","Bangladesh, Ethiopia, Kenya, Nigeria, Uganda","Development and Delivery of Biofortified Crops at Scale (Window 3)","A $9,417,000 Window 3 grant from United Kingdom-DFID-Department for International Development to CIP for Development and Delivery of Biofortified Crops at Scale","2019-05-01","2022-04-30",9417000,"2019-05-01","2022-04-30","USD","CGIAR","International Potato Center (CIP)",NA,"","","GB-GOV-1-300649","FCDO fully funded","Foreign, Commonwealth and Development Office","Bangladesh, Ethiopia, Kenya, Nigeria, Uganda","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-16424_Window3_UnitedKingdom-DFID-DepartmentforInternationalDevelopment_CIP","300649","Development and delivery of new biofortified crops at scale"
"192","XM-DAC-47015-17233_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP MAIZE (Windows 1 & 2)","A $15,629,504 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP MAIZE","2017-01-01","2022-12-31",15629504.12,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17233_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"200","XM-DAC-47015-17234_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP WHEAT (Windows 1 & 2)","A $21,734,938 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP WHEAT","2017-01-01","2022-12-31",21734938.08,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17234_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"208","XM-DAC-47015-17236_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Excellence in Breeding (Windows 1 & 2)","A $18,803,991 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for Excellence in Breeding","2017-01-01","2022-12-31",18803991,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17236_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"216","XM-DAC-47015-17237_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Maize - SIP (Windows 1 & 2)","A $3,589,551 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Maize - SIP","2017-01-01","2022-12-31",3589551,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17237_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"224","XM-DAC-47015-17238_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Wheat - SIP (Windows 1 & 2)","A $4,088,225 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Wheat - SIP","2017-01-01","2022-12-31",4088225,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17238_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"232","XM-DAC-47015-17240_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP MAIZE - GMP (Windows 1 & 2)","A $11,678,086 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP MAIZE - GMP","2017-01-01","2022-12-31",11678086,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17240_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"240","XM-DAC-47015-17241_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Maize - GRP (Windows 1 & 2)","A $3,199,558 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Maize - GRP","2017-01-01","2022-12-31",3199558,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17241_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"248","XM-DAC-47015-17242_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Wheat - GRP (Windows 1 & 2)","A $5,527,186 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Wheat - GRP","2017-01-01","2022-12-31",5527186,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17242_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"256","XM-DAC-47015-17243_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Genebanks (Windows 1 & 2)","A $4,162,906 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Genebanks","2017-01-01","2022-12-31",4162906,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17243_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"264","XM-DAC-47015-17244_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Maize - SEP (Windows 1 & 2)","A $3,339,737 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Maize - SEP","2017-01-01","2022-12-31",3339737,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17244_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"272","XM-DAC-47015-17245_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP Wheat - SEP (Windows 1 & 2)","A $3,922,974 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP Wheat - SEP","2017-01-01","2022-12-31",3922974,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17245_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
"280","XM-DAC-47015-17250_Windows1and2_CGIARFund_CIMMYT","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","CRP WHEAT - GWP (Windows 1 & 2)","A $13,745,324 Windows 1 & 2 grant from CGIAR Fund to CIMMYT for CRP WHEAT - GWP","2017-01-01","2022-12-31",13745324,"2017-01-01","2022-12-31","USD","CGIAR","International Maize and Wheat Improvement Center (CIMMYT)",NA,"","","GB-1-204764","FCDO partially funded","Foreign, Commonwealth and Development Office","Afghanistan, Algeria, Angola, Australia, Bangladesh, Belgium, Benin, Bhutan, Bolivia (Plurinational State Of), Botswana, Brazil, Burkina Faso, Cambodia, Canada, China, Colombia, Costa Rica, Côte D'Ivoire, El Salvador, Ethiopia, France, Germany, Ghana, Guatemala, Haiti, Honduras, India, Iran (Islamic Republic Of), Japan, Kenya, Madagascar, Malawi, Mali, Mexico, Morocco, Mozambique, Myanmar, Namibia, Nepal, Nicaragua, Niger (The), Nigeria, Norway, Pakistan, Peru, Philippines (The), Rwanda, Senegal, South Africa, Taiwan (Province Of China), Thailand, Tunisia, Turkey, Uganda, United Kingdom Of Great Britain And Northern Ireland (The), United States Of America (The), Viet Nam, Zambia, Zimbabwe","Agricultural research","Active",2021-06-30,"https://d-portal.org/ctrack.html#view=act&aid=XM-DAC-47015-17250_Windows1and2_CGIARFund_CIMMYT","204764","CGIAR 2017-21, Support to develop and deploy the next generation of agriculture technology to support poor farmers by the international agriculture research organisation the CGIAR, 2017-21"
